Artist,Title,id,energy,key,acousticness,instrumentalness,liveness,tempo,type,uri,track_href,analysis_url,duration_ms
Lil Uzi Vert,I Gotta,3lcfs9Qjfxzy00VSVkixDv,0.51,2,0.209,0.0,0.211,129.057,audio_features,spotify:track:3lcfs9Qjfxzy00VSVkixDv,https://api.spotify.com/v1/tracks/3lcfs9Qjfxzy00VSVkixDv,https://api.spotify.com/v1/audio-analysis/3lcfs9Qjfxzy00VSVkixDv,173026
Miley Cyrus,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,0.698,10,0.00112,0.000115,0.0886,96.021,audio_features,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,202067
Lil Uzi Vert,Spin Again,1pDbGAAH5GQ8U0KG4fI77H,0.606,1,0.0268,0.0,0.375,140.023,audio_features,spotify:track:1pDbGAAH5GQ8U0KG4fI77H,https://api.spotify.com/v1/tracks/1pDbGAAH5GQ8U0KG4fI77H,https://api.spotify.com/v1/audio-analysis/1pDbGAAH5GQ8U0KG4fI77H,97770
Lil Uzi Vert,Crush Em,11pn4LFXCIXyprWQk8RSlM,0.797,7,0.0185,0.0,0.279,145.011,audio_features,spotify:track:11pn4LFXCIXyprWQk8RSlM,https://api.spotify.com/v1/tracks/11pn4LFXCIXyprWQk8RSlM,https://api.spotify.com/v1/audio-analysis/11pn4LFXCIXyprWQk8RSlM,165589
Lil Uzi Vert,X2,3a36nM6fPVA8K1vqq6d03o,0.891,10,0.00467,0.0,0.132,148.054,audio_features,spotify:track:3a36nM6fPVA8K1vqq6d03o,https://api.spotify.com/v1/tracks/3a36nM6fPVA8K1vqq6d03o,https://api.spotify.com/v1/audio-analysis/3a36nM6fPVA8K1vqq6d03o,234324
Fuerza Regida,TQM,368eeEO3Y2uZUQ6S5oIjcu,0.853,5,0.273,0.0,0.106,125.107,audio_features,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,https://api.spotify.com/v1/tracks/368eeEO3Y2uZUQ6S5oIjcu,https://api.spotify.com/v1/audio-analysis/368eeEO3Y2uZUQ6S5oIjcu,157252
Ice Spice & Nicki Minaj,Princess Diana,0ZxhtATQ0a6EvQNZ0z6NKV,0.676,9,0.14,0.0,0.101,147.991,audio_features,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/tracks/0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/audio-analysis/0ZxhtATQ0a6EvQNZ0z6NKV,172125
Young Thug Featuring Drake,Oh U Went,7qLr3HMApUbyDkUvgIvHnB,0.789,7,0.0517,0.0,0.0819,136.01,audio_features,spotify:track:7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/tracks/7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/audio-analysis/7qLr3HMApUbyDkUvgIvHnB,185333
Tainy & Bad Bunny,Mojabi Ghost,50oMN7gWP1tRaSSBq2LQCH,0.368,7,0.524,0.872,0.118,90.005,audio_features,spotify:track:50oMN7gWP1tRaSSBq2LQCH,https://api.spotify.com/v1/tracks/50oMN7gWP1tRaSSBq2LQCH,https://api.spotify.com/v1/audio-analysis/50oMN7gWP1tRaSSBq2LQCH,373333
Lil Durk Featuring Morgan Wallen,Stand By Me,1fXnu2HzxbDtoyvFPWG3Bw,0.582,11,0.0592,0.0,0.161,134.07,audio_features,spotify:track:1fXnu2HzxbDtoyvFPWG3Bw,https://api.spotify.com/v1/tracks/1fXnu2HzxbDtoyvFPWG3Bw,https://api.spotify.com/v1/audio-analysis/1fXnu2HzxbDtoyvFPWG3Bw,218489
Peso Pluma & Junior H,Luna,3RA55zrRkyPK8Fd86hrMy8,0.629,9,0.328,0.00409,0.154,127.819,audio_features,spotify:track:3RA55zrRkyPK8Fd86hrMy8,https://api.spotify.com/v1/tracks/3RA55zrRkyPK8Fd86hrMy8,https://api.spotify.com/v1/audio-analysis/3RA55zrRkyPK8Fd86hrMy8,163552
Lil Uzi Vert,Pluto To Mars,0WCJSIy75ZVxqY51ce0enc,0.627,11,0.0225,0.0,0.0904,122.963,audio_features,spotify:track:0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/tracks/0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/audio-analysis/0WCJSIy75ZVxqY51ce0enc,246497
Peso Pluma,Bye,6n2P81rPk2RTzwnNNgFOdb,0.812,0,0.567,0.00045,0.101,122.063,audio_features,spotify:track:6n2P81rPk2RTzwnNNgFOdb,https://api.spotify.com/v1/tracks/6n2P81rPk2RTzwnNNgFOdb,https://api.spotify.com/v1/audio-analysis/6n2P81rPk2RTzwnNNgFOdb,212976
Bizarrap & Peso Pluma,"Bzrp Music Sessions, Vol. 55",5AqiaZwhmC6dIbgWrD5SzV,0.668,5,0.264,5.61e-05,0.117,132.966,audio_features,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/tracks/5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/audio-analysis/5AqiaZwhmC6dIbgWrD5SzV,187660
Young Nudy Featuring 21 Savage,Peaches & Eggplants,2KcQ0PbPj0O3P48B9YX7iN,0.536,4,0.00897,3.73e-06,0.111,146.014,audio_features,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/tracks/2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/audio-analysis/2KcQ0PbPj0O3P48B9YX7iN,203813
Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,0.713,5,0.0539,0.0,0.102,86.1,audio_features,spotify:track:7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/tracks/7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/audio-analysis/7ETjhPaIU4UmHOiimJBZz9,161200
Lil Uzi Vert,"Mama, I'm Sorry",5V5Xpbmqi2rp1xSJWZTvYu,0.594,4,0.774,0.0,0.169,128.177,audio_features,spotify:track:5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/tracks/5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/audio-analysis/5V5Xpbmqi2rp1xSJWZTvYu,210961
Doechii Featuring Kodak Black,What It Is (Block Boy),1O8zCu3dLLPxkbGfIsbRgE,0.744,1,0.109,0.0,0.123,171.859,audio_features,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344
Lil Uzi Vert,Amped,2ydwqnjPOcM24MV0kLThwi,0.699,7,0.00038,8.21e-06,0.362,147.169,audio_features,spotify:track:2ydwqnjPOcM24MV0kLThwi,https://api.spotify.com/v1/tracks/2ydwqnjPOcM24MV0kLThwi,https://api.spotify.com/v1/audio-analysis/2ydwqnjPOcM24MV0kLThwi,173061
Justin Moore & Priscilla Block,"You, Me, & Whiskey",2BLlpdGCv0IErmH3OBGHYJ,0.88,0,0.0803,0.0,0.174,144.076,audio_features,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/tracks/2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/audio-analysis/2BLlpdGCv0IErmH3OBGHYJ,187941
David Kushner,Daylight,1odExI7RdWc4BT515LTAwj,0.43,2,0.83,0.000441,0.093,130.09,audio_features,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954
Lil Uzi Vert Featuring Don Toliver,Patience,05grSYrVwYw58YMOdJceyz,0.64,4,0.086,0.0,0.537,143.905,audio_features,spotify:track:05grSYrVwYw58YMOdJceyz,https://api.spotify.com/v1/tracks/05grSYrVwYw58YMOdJceyz,https://api.spotify.com/v1/audio-analysis/05grSYrVwYw58YMOdJceyz,164838
Lil Uzi Vert,Nakamura,2lophWrG2xqv9CSgSPca5k,0.876,5,0.0414,0.0,0.418,160.008,audio_features,spotify:track:2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/tracks/2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/audio-analysis/2lophWrG2xqv9CSgSPca5k,197901
"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,0.91,7,0.00126,0.000174,0.12,127.944,audio_features,spotify:track:3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/tracks/3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/audio-analysis/3BKD1PwArikchz2Zrlp1qi,140018
Karol G x Shakira,TQG,2oMjKuKUEJFuLiVmTq7Vjx,0.65,4,0.666,0.0,0.126,90.015,audio_features,spotify:track:2oMjKuKUEJFuLiVmTq7Vjx,https://api.spotify.com/v1/tracks/2oMjKuKUEJFuLiVmTq7Vjx,https://api.spotify.com/v1/audio-analysis/2oMjKuKUEJFuLiVmTq7Vjx,198360
"The Weeknd, Playboi Carti & Madonna",Popular,2BRk8p8Mc39p4sMULNPKXC,0.434,1,0.0165,0.884,0.0968,99.29,audio_features,spotify:track:2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/tracks/2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/audio-analysis/2BRk8p8Mc39p4sMULNPKXC,214884
Post Malone,Mourning,0xppJmfnjIQnMbMOez9bwT,0.634,7,0.872,0.000553,0.432,80.117,audio_features,spotify:track:0xppJmfnjIQnMbMOez9bwT,https://api.spotify.com/v1/tracks/0xppJmfnjIQnMbMOez9bwT,https://api.spotify.com/v1/audio-analysis/0xppJmfnjIQnMbMOez9bwT,188065
Lil Uzi Vert,All Alone,6kHYpEnDpMCyGu0E2PlWY1,0.693,6,0.0954,0.0,0.293,138.104,audio_features,spotify:track:6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/tracks/6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/audio-analysis/6kHYpEnDpMCyGu0E2PlWY1,222618
Peso Pluma,Rubicon,2VzCjpKvPB1l1tqLndtAQa,0.595,0,0.31,2.44e-05,0.0735,92.491,audio_features,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845
Lil Uzi Vert,Died And Came Back,6kQF79mjbOkvuRvg0J2XZv,0.669,1,0.149,0.0,0.56,132.098,audio_features,spotify:track:6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/tracks/6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/audio-analysis/6kQF79mjbOkvuRvg0J2XZv,180636
Peso Pluma,Por Las Noches,2VzCjpKvPB1l1tqLndtAQa,0.595,0,0.31,2.44e-05,0.0735,92.491,audio_features,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845
