Artist,Title,id,energy,key,acousticness,instrumentalness,liveness,tempo,type,uri,track_href,analysis_url,duration_ms,set,K12,DBSCAN2.5
Omarion ,Post to Be,4RJTTrZqPFWaWACVXHkvjw,0.733,7.0,0.0149,0.0,0.162,131.004,audio_features,spotify:track:4RJTTrZqPFWaWACVXHkvjw,https://api.spotify.com/v1/tracks/4RJTTrZqPFWaWACVXHkvjw,https://api.spotify.com/v1/audio-analysis/4RJTTrZqPFWaWACVXHkvjw,194840.0,N,0,0
Halsey ,Ghost,6H0AwSQ20mo62jGlPGB8S6,0.502,7.0,0.0312,0.000887,0.114,73.003,audio_features,spotify:track:6H0AwSQ20mo62jGlPGB8S6,https://api.spotify.com/v1/tracks/6H0AwSQ20mo62jGlPGB8S6,https://api.spotify.com/v1/audio-analysis/6H0AwSQ20mo62jGlPGB8S6,210200.0,N,2,0
Troye Sivan ,Easy,5Mtt6tZSZA9cXTHGSGpyh0,0.852,10.0,0.00713,0.0,0.463,176.058,audio_features,spotify:track:5Mtt6tZSZA9cXTHGSGpyh0,https://api.spotify.com/v1/tracks/5Mtt6tZSZA9cXTHGSGpyh0,https://api.spotify.com/v1/audio-analysis/5Mtt6tZSZA9cXTHGSGpyh0,328827.0,N,10,0
Meek Mill ,Tic Tac Toe,5DttNeiizFqWUON9hZBqTY,0.799,2.0,0.0129,5.46e-06,0.215,115.957,audio_features,spotify:track:5DttNeiizFqWUON9hZBqTY,https://api.spotify.com/v1/tracks/5DttNeiizFqWUON9hZBqTY,https://api.spotify.com/v1/audio-analysis/5DttNeiizFqWUON9hZBqTY,161733.0,N,8,0
Enrique Iglesias ,Bailando  English Version,4O3bINhkGghgoKsOCr2HNz,0.601,11.0,0.0233,0.0,0.14,124.008,audio_features,spotify:track:4O3bINhkGghgoKsOCr2HNz,https://api.spotify.com/v1/tracks/4O3bINhkGghgoKsOCr2HNz,https://api.spotify.com/v1/audio-analysis/4O3bINhkGghgoKsOCr2HNz,108890.0,N,0,0
Chuck Berry ,Run Rudolph Run  Single Version,1vux5TJpXtc7tbjA1YODpp,0.953,2.0,0.119,0.0,0.331,154.969,audio_features,spotify:track:1vux5TJpXtc7tbjA1YODpp,https://api.spotify.com/v1/tracks/1vux5TJpXtc7tbjA1YODpp,https://api.spotify.com/v1/audio-analysis/1vux5TJpXtc7tbjA1YODpp,192200.0,N,8,0
Rex Orange County ,Face To Face,6uYgCE2OEulOw5zhHvZsHf,0.539,10.0,0.22,0.0,0.241,83.381,audio_features,spotify:track:6uYgCE2OEulOw5zhHvZsHf,https://api.spotify.com/v1/tracks/6uYgCE2OEulOw5zhHvZsHf,https://api.spotify.com/v1/audio-analysis/6uYgCE2OEulOw5zhHvZsHf,143713.0,N,2,0
Ariana Grande ,Everyday,4aJnMRNeuDZSQN7FaSNGtM,0.579,0.0,0.384,0.72,0.408,96.062,audio_features,spotify:track:4aJnMRNeuDZSQN7FaSNGtM,https://api.spotify.com/v1/tracks/4aJnMRNeuDZSQN7FaSNGtM,https://api.spotify.com/v1/audio-analysis/4aJnMRNeuDZSQN7FaSNGtM,131250.0,N,5,-1
2 Chainz ,Threat 2 Society,4NGFa1f4y9xo1KYQVjkBmv,0.621,9.0,0.0802,0.0,0.162,81.944,audio_features,spotify:track:4NGFa1f4y9xo1KYQVjkBmv,https://api.spotify.com/v1/tracks/4NGFa1f4y9xo1KYQVjkBmv,https://api.spotify.com/v1/audio-analysis/4NGFa1f4y9xo1KYQVjkBmv,193296.0,N,2,0
Kendrick Lamar ,The Blacker The Berry,1AROE0XcC4ySCxXF65mutZ,0.319,0.0,0.692,0.00958,0.137,141.96,audio_features,spotify:track:1AROE0XcC4ySCxXF65mutZ,https://api.spotify.com/v1/tracks/1AROE0XcC4ySCxXF65mutZ,https://api.spotify.com/v1/audio-analysis/1AROE0XcC4ySCxXF65mutZ,250001.0,N,3,0
Lady Gaga ,Babylon,1tC5aOw4HqmxAZueiKOzYy,0.335,5.0,0.17,0.0,0.262,120.04,audio_features,spotify:track:1tC5aOw4HqmxAZueiKOzYy,https://api.spotify.com/v1/tracks/1tC5aOw4HqmxAZueiKOzYy,https://api.spotify.com/v1/audio-analysis/1tC5aOw4HqmxAZueiKOzYy,209640.0,N,2,0
Polo G ,Start Up Again,5CZ40GBx1sQ9agT82CLQCT,0.339,3.0,0.691,0.0,0.12,100.607,audio_features,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227.0,N,3,0
NLE Choppa ,100 Shots,5Qnrgqy1pAm9GyNQOgyVFz,0.104,6.0,0.973,0.33,0.119,120.484,audio_features,spotify:track:5Qnrgqy1pAm9GyNQOgyVFz,https://api.spotify.com/v1/tracks/5Qnrgqy1pAm9GyNQOgyVFz,https://api.spotify.com/v1/audio-analysis/5Qnrgqy1pAm9GyNQOgyVFz,279316.0,N,3,0
Trippie Redd ,Love Me More,5JWPUEov2wlX7c0jhYZpeB,0.84,1.0,0.0295,0.000118,0.0995,183.059,audio_features,spotify:track:5JWPUEov2wlX7c0jhYZpeB,https://api.spotify.com/v1/tracks/5JWPUEov2wlX7c0jhYZpeB,https://api.spotify.com/v1/audio-analysis/5JWPUEov2wlX7c0jhYZpeB,249587.0,N,7,0
Offset ,How Did I Get Here,0WyFpxYlBCgH1gMXd26OOr,0.896,0.0,0.00434,0.0,0.145,114.995,audio_features,spotify:track:0WyFpxYlBCgH1gMXd26OOr,https://api.spotify.com/v1/tracks/0WyFpxYlBCgH1gMXd26OOr,https://api.spotify.com/v1/audio-analysis/0WyFpxYlBCgH1gMXd26OOr,177067.0,N,1,0
Jason Derulo ,Wiggle,45CPhDilfgK14IE7LbNvPh,0.632,3.0,0.0585,2.73e-06,0.131,127.754,audio_features,spotify:track:45CPhDilfgK14IE7LbNvPh,https://api.spotify.com/v1/tracks/45CPhDilfgK14IE7LbNvPh,https://api.spotify.com/v1/audio-analysis/45CPhDilfgK14IE7LbNvPh,210427.0,N,7,0
6LACK ,Seasons,4pHy0gmjfpD0Fgond5c4Ta,0.356,7.0,0.965,0.000214,0.109,122.531,audio_features,spotify:track:4pHy0gmjfpD0Fgond5c4Ta,https://api.spotify.com/v1/tracks/4pHy0gmjfpD0Fgond5c4Ta,https://api.spotify.com/v1/audio-analysis/4pHy0gmjfpD0Fgond5c4Ta,69729.0,N,3,0
Aminé ,Caroline,17aAxnrJARm39LVoaaT97J,0.568,10.0,0.0812,0.0,0.253,130.023,audio_features,spotify:track:17aAxnrJARm39LVoaaT97J,https://api.spotify.com/v1/tracks/17aAxnrJARm39LVoaaT97J,https://api.spotify.com/v1/audio-analysis/17aAxnrJARm39LVoaaT97J,193733.0,N,0,0
Olivia Rodrigo ,traitor,1gihuPhrLraKYrJMAEONyc,0.924,7.0,0.000972,0.00703,0.204,127.937,audio_features,spotify:track:1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/audio-analysis/1gihuPhrLraKYrJMAEONyc,206413.0,N,4,0
Fall Out Boy ,Fourth Of July,2vdBo4ALPYbHRUPKgtE5iC,0.364,9.0,0.418,1.8e-05,0.185,103.777,audio_features,spotify:track:2vdBo4ALPYbHRUPKgtE5iC,https://api.spotify.com/v1/tracks/2vdBo4ALPYbHRUPKgtE5iC,https://api.spotify.com/v1/audio-analysis/2vdBo4ALPYbHRUPKgtE5iC,271467.0,N,2,0
Tame Impala ,Lost In Yesterday,2gbCG4Rt9984UZ7Tc0dIFd,0.484,10.0,0.469,1.23e-05,0.126,63.476,audio_features,spotify:track:2gbCG4Rt9984UZ7Tc0dIFd,https://api.spotify.com/v1/tracks/2gbCG4Rt9984UZ7Tc0dIFd,https://api.spotify.com/v1/audio-analysis/2gbCG4Rt9984UZ7Tc0dIFd,216627.0,N,2,0
Cole Swindell ,Flatliner,28ZGbkz2MDnpvHhSRQw4f1,0.606,2.0,0.238,4.14e-06,0.088,98.948,audio_features,spotify:track:28ZGbkz2MDnpvHhSRQw4f1,https://api.spotify.com/v1/tracks/28ZGbkz2MDnpvHhSRQw4f1,https://api.spotify.com/v1/audio-analysis/28ZGbkz2MDnpvHhSRQw4f1,207008.0,N,1,0
Lady Gaga ,Diamond Heart,1I8tHoNBFTuoJAlh4hfVVE,0.634,11.0,0.393,3.17e-05,0.0952,113.927,audio_features,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,https://api.spotify.com/v1/tracks/1I8tHoNBFTuoJAlh4hfVVE,https://api.spotify.com/v1/audio-analysis/1I8tHoNBFTuoJAlh4hfVVE,271640.0,N,4,0
SZA ,Miles,4ZxL5Fi5K0nkyTmsbwPdsj,0.208,11.0,0.874,0.00094,0.0926,83.934,audio_features,spotify:track:4ZxL5Fi5K0nkyTmsbwPdsj,https://api.spotify.com/v1/tracks/4ZxL5Fi5K0nkyTmsbwPdsj,https://api.spotify.com/v1/audio-analysis/4ZxL5Fi5K0nkyTmsbwPdsj,234905.0,N,3,0
Young Stoner Life ,Pots N Pans,4TlbZgqxhJ6uN3tpVyjw90,0.764,11.0,0.0147,8.88e-05,0.0511,159.017,audio_features,spotify:track:4TlbZgqxhJ6uN3tpVyjw90,https://api.spotify.com/v1/tracks/4TlbZgqxhJ6uN3tpVyjw90,https://api.spotify.com/v1/audio-analysis/4TlbZgqxhJ6uN3tpVyjw90,162960.0,N,0,0
Calvin Harris ,Feel So Close,3ek4HgBlmvkTWgfT5sTSe9,0.585,9.0,0.239,0.00016,0.133,113.973,audio_features,spotify:track:3ek4HgBlmvkTWgfT5sTSe9,https://api.spotify.com/v1/tracks/3ek4HgBlmvkTWgfT5sTSe9,https://api.spotify.com/v1/audio-analysis/3ek4HgBlmvkTWgfT5sTSe9,258765.0,N,4,0
Ariana Grande ,ghostin,4inL5P2uX9CsZbl46QoDW3,0.752,10.0,0.162,6.42e-06,0.117,140.097,audio_features,spotify:track:4inL5P2uX9CsZbl46QoDW3,https://api.spotify.com/v1/tracks/4inL5P2uX9CsZbl46QoDW3,https://api.spotify.com/v1/audio-analysis/4inL5P2uX9CsZbl46QoDW3,185481.0,N,0,0
Michael Bublé ,White Christmas (duet with Shania Twain),16QN8cBubEq706vNtPpOME,0.581,11.0,0.0053,1.19e-05,0.0828,130.012,audio_features,spotify:track:16QN8cBubEq706vNtPpOME,https://api.spotify.com/v1/tracks/16QN8cBubEq706vNtPpOME,https://api.spotify.com/v1/audio-analysis/16QN8cBubEq706vNtPpOME,172427.0,N,0,0
Machine Gun Kelly ,die in california,2ZRo7axmMPeSVUvDbGkJah,0.457,9.0,0.661,0.000331,0.146,146.04,audio_features,spotify:track:2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,110886.0,N,9,0
Kygo ,Raging,7sTtHHrD0zDpmzQzH3zegz,0.292,0.0,0.889,0.0,0.106,84.339,audio_features,spotify:track:7sTtHHrD0zDpmzQzH3zegz,https://api.spotify.com/v1/tracks/7sTtHHrD0zDpmzQzH3zegz,https://api.spotify.com/v1/audio-analysis/7sTtHHrD0zDpmzQzH3zegz,178467.0,N,3,0
Taylor Swift ,Call It What You Want,7nVERWQXlgZRQsYw4fHf3b,0.721,0.0,0.0341,0.0,0.381,101.067,audio_features,spotify:track:7nVERWQXlgZRQsYw4fHf3b,https://api.spotify.com/v1/tracks/7nVERWQXlgZRQsYw4fHf3b,https://api.spotify.com/v1/audio-analysis/7nVERWQXlgZRQsYw4fHf3b,205653.0,N,8,0
Sia ,Genius  Lil Wayne Remix,35SYTQsNZIPw9vGOwVGsXr,0.366,1.0,0.744,7.24e-06,0.106,124.878,audio_features,spotify:track:35SYTQsNZIPw9vGOwVGsXr,https://api.spotify.com/v1/tracks/35SYTQsNZIPw9vGOwVGsXr,https://api.spotify.com/v1/audio-analysis/35SYTQsNZIPw9vGOwVGsXr,211373.0,N,3,0
Halsey ,Drive,7EqL50HVcj9SOintP4TTFf,0.59,0.0,0.397,0.0,0.169,147.978,audio_features,spotify:track:7EqL50HVcj9SOintP4TTFf,https://api.spotify.com/v1/tracks/7EqL50HVcj9SOintP4TTFf,https://api.spotify.com/v1/audio-analysis/7EqL50HVcj9SOintP4TTFf,155738.0,N,7,0
Katy Perry ,Harleys In Hawaii,1oZq1wMYbEkr7ovRV7OWty,0.504,10.0,0.236,0.0,0.12,126.655,audio_features,spotify:track:1oZq1wMYbEkr7ovRV7OWty,https://api.spotify.com/v1/tracks/1oZq1wMYbEkr7ovRV7OWty,https://api.spotify.com/v1/audio-analysis/1oZq1wMYbEkr7ovRV7OWty,46993.0,N,2,0
Kelly Clarkson ,Love So Soft,6Y95jrYOOWDkh7uO6PSDBT,0.596,1.0,0.0276,0.0,0.111,157.957,audio_features,spotify:track:6Y95jrYOOWDkh7uO6PSDBT,https://api.spotify.com/v1/tracks/6Y95jrYOOWDkh7uO6PSDBT,https://api.spotify.com/v1/audio-analysis/6Y95jrYOOWDkh7uO6PSDBT,147436.0,N,7,0
XXXTENTACION ,Royalty,4cacyP5c3PMlfnyjpg13xW,0.772,1.0,0.00524,1.15e-05,0.367,102.004,audio_features,spotify:track:4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/tracks/4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/audio-analysis/4cacyP5c3PMlfnyjpg13xW,146471.0,N,8,0
Camila Cabello ,Consequences,5UqZDGclEuq7g3sgUFad0J,0.62,8.0,0.0881,5.43e-05,0.111,150.032,audio_features,spotify:track:5UqZDGclEuq7g3sgUFad0J,https://api.spotify.com/v1/tracks/5UqZDGclEuq7g3sgUFad0J,https://api.spotify.com/v1/audio-analysis/5UqZDGclEuq7g3sgUFad0J,194900.0,N,0,0
KSI ,Lose,6xTih3YEEqXej7yJvh8Bue,0.507,5.0,0.0146,2.14e-06,0.342,111.016,audio_features,spotify:track:6xTih3YEEqXej7yJvh8Bue,https://api.spotify.com/v1/tracks/6xTih3YEEqXej7yJvh8Bue,https://api.spotify.com/v1/audio-analysis/6xTih3YEEqXej7yJvh8Bue,200680.0,N,8,0
Summer Walker ,White Tee,21O0XXPEWPtePt5RMY93Ob,0.889,1.0,0.266,1.46e-05,0.172,85.61,audio_features,spotify:track:21O0XXPEWPtePt5RMY93Ob,https://api.spotify.com/v1/tracks/21O0XXPEWPtePt5RMY93Ob,https://api.spotify.com/v1/audio-analysis/21O0XXPEWPtePt5RMY93Ob,130480.0,N,1,0
YoungBoy Never Broke Again ,Nevada,5UWwZ5lm5PKu6eKsHAGxOk,0.881,11.0,5.99e-05,0.000308,0.0805,158.066,audio_features,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547.0,N,0,0
Pop Smoke ,Good News,5v1STk4ZTTDrhgCs6LD3nd,0.591,2.0,0.00102,0.0,0.13,150.057,audio_features,spotify:track:5v1STk4ZTTDrhgCs6LD3nd,https://api.spotify.com/v1/tracks/5v1STk4ZTTDrhgCs6LD3nd,https://api.spotify.com/v1/audio-analysis/5v1STk4ZTTDrhgCs6LD3nd,182400.0,N,7,0
Polo G ,Bag Talk,7uIgmq5lixaNDaYcUDSsC3,0.609,1.0,0.059,0.0,0.14,154.051,audio_features,spotify:track:7uIgmq5lixaNDaYcUDSsC3,https://api.spotify.com/v1/tracks/7uIgmq5lixaNDaYcUDSsC3,https://api.spotify.com/v1/audio-analysis/7uIgmq5lixaNDaYcUDSsC3,139041.0,N,7,0
Yung Gravy ,Betty (Get Money),3QzAOrNlsabgbMwlZt7TAY,0.545,7.0,0.392,0.0,0.151,97.008,audio_features,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435.0,N,2,0
Selena Gomez ,People You Know,5WTxbyWTpoqhdxEN2szOnl,0.81,10.0,0.00609,0.000153,0.224,108.054,audio_features,spotify:track:5WTxbyWTpoqhdxEN2szOnl,https://api.spotify.com/v1/tracks/5WTxbyWTpoqhdxEN2szOnl,https://api.spotify.com/v1/audio-analysis/5WTxbyWTpoqhdxEN2szOnl,287293.0,N,4,0
Selena Gomez ,Hands To Myself,2PRKaIkl62537yLUt8VhHR,0.712,6.0,0.527,4.12e-05,0.622,119.042,audio_features,spotify:track:2PRKaIkl62537yLUt8VhHR,https://api.spotify.com/v1/tracks/2PRKaIkl62537yLUt8VhHR,https://api.spotify.com/v1/audio-analysis/2PRKaIkl62537yLUt8VhHR,177981.0,N,6,0
Madvillain ,All Caps,3qszL96xkQJVNyHb7px8li,0.625,8.0,0.12,0.0,0.11,148.036,audio_features,spotify:track:3qszL96xkQJVNyHb7px8li,https://api.spotify.com/v1/tracks/3qszL96xkQJVNyHb7px8li,https://api.spotify.com/v1/audio-analysis/3qszL96xkQJVNyHb7px8li,181507.0,N,0,0
Foo Fighters ,Everlong,3NuN59jpH3B5cNa2M4r7XG,0.933,1.0,0.0137,0.0,0.37,110.029,audio_features,spotify:track:3NuN59jpH3B5cNa2M4r7XG,https://api.spotify.com/v1/tracks/3NuN59jpH3B5cNa2M4r7XG,https://api.spotify.com/v1/audio-analysis/3NuN59jpH3B5cNa2M4r7XG,193155.0,N,8,0
Future ,HiTek Tek,1zEhH5BmSpKi1mRSIfBDOq,0.7,11.0,0.0109,0.0794,0.152,102.023,audio_features,spotify:track:1zEhH5BmSpKi1mRSIfBDOq,https://api.spotify.com/v1/tracks/1zEhH5BmSpKi1mRSIfBDOq,https://api.spotify.com/v1/audio-analysis/1zEhH5BmSpKi1mRSIfBDOq,184880.0,N,4,0
The Kid LAROI ,FEEL SOMETHING,5H4mXWKcicuLKDn4Jy0sK7,0.477,10.0,0.201,0.0,0.182,86.46,audio_features,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,https://api.spotify.com/v1/tracks/5H4mXWKcicuLKDn4Jy0sK7,https://api.spotify.com/v1/audio-analysis/5H4mXWKcicuLKDn4Jy0sK7,192932.0,N,2,0
Roddy Ricch ,crash the party,2IY537C2ecmUMJ46bYQggp,0.655,0.0,0.261,0.0,0.114,136.028,audio_features,spotify:track:2IY537C2ecmUMJ46bYQggp,https://api.spotify.com/v1/tracks/2IY537C2ecmUMJ46bYQggp,https://api.spotify.com/v1/audio-analysis/2IY537C2ecmUMJ46bYQggp,199507.0,N,7,0
Backstreet Boys ,Everybody (Backstreet's Back)  Extended Version,0WVAQaxrT0wsGEG4BCVSn2,0.688,3.0,0.3,0.0,0.0982,114.011,audio_features,spotify:track:0WVAQaxrT0wsGEG4BCVSn2,https://api.spotify.com/v1/tracks/0WVAQaxrT0wsGEG4BCVSn2,https://api.spotify.com/v1/audio-analysis/0WVAQaxrT0wsGEG4BCVSn2,193321.0,N,1,0
Trippie Redd ,Love Sick,57oZ05Syg4Si8UDHHQ35pq,0.612,9.0,0.0839,0.000363,0.482,87.954,audio_features,spotify:track:57oZ05Syg4Si8UDHHQ35pq,https://api.spotify.com/v1/tracks/57oZ05Syg4Si8UDHHQ35pq,https://api.spotify.com/v1/audio-analysis/57oZ05Syg4Si8UDHHQ35pq,315067.0,N,6,0
Young Stoner Life ,WokStar,0nalWUtS7xTQjWcd6SdpeC,0.478,8.0,0.0558,0.0,0.202,169.961,audio_features,spotify:track:0nalWUtS7xTQjWcd6SdpeC,https://api.spotify.com/v1/tracks/0nalWUtS7xTQjWcd6SdpeC,https://api.spotify.com/v1/audio-analysis/0nalWUtS7xTQjWcd6SdpeC,158168.0,N,0,0
BROCKHAMPTON ,TONYA,6JzCO4ZzxAXhY86vTcqM1Q,0.876,10.0,0.0606,0.0,0.157,122.058,audio_features,spotify:track:6JzCO4ZzxAXhY86vTcqM1Q,https://api.spotify.com/v1/tracks/6JzCO4ZzxAXhY86vTcqM1Q,https://api.spotify.com/v1/audio-analysis/6JzCO4ZzxAXhY86vTcqM1Q,268840.0,N,4,0
Sofi Tukker ,Best Friend,01VbCa15MmvNg3KMOfoHa2,0.894,5.0,0.00317,0.0,0.0539,96.622,audio_features,spotify:track:01VbCa15MmvNg3KMOfoHa2,https://api.spotify.com/v1/tracks/01VbCa15MmvNg3KMOfoHa2,https://api.spotify.com/v1/audio-analysis/01VbCa15MmvNg3KMOfoHa2,133679.0,N,4,0
Drake ,Time Flies,3hUxzQpSfdDqwM3ZTFQY0K,0.623,5.0,0.538,7.28e-05,0.0925,89.937,audio_features,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923.0,N,2,0
LANY ,heart won't let me,5s6pKnF3ZPtuqvEx1i1V7U,0.765,2.0,0.274,0.0,0.216,144.049,audio_features,spotify:track:5s6pKnF3ZPtuqvEx1i1V7U,https://api.spotify.com/v1/tracks/5s6pKnF3ZPtuqvEx1i1V7U,https://api.spotify.com/v1/audio-analysis/5s6pKnF3ZPtuqvEx1i1V7U,223617.0,N,7,0
Kygo ,Born To Be Yours,5oady7OSE7dH7LHiqmb3Cr,0.597,7.0,0.292,0.0,0.13,92.049,audio_features,spotify:track:5oady7OSE7dH7LHiqmb3Cr,https://api.spotify.com/v1/tracks/5oady7OSE7dH7LHiqmb3Cr,https://api.spotify.com/v1/audio-analysis/5oady7OSE7dH7LHiqmb3Cr,222987.0,N,2,0
Karinah ,No Fim do Mundo,6m1TWFMeon7ai9XLOzdbiR,0.719,2.0,0.00267,0.0,0.306,77.502,audio_features,spotify:track:6m1TWFMeon7ai9XLOzdbiR,https://api.spotify.com/v1/tracks/6m1TWFMeon7ai9XLOzdbiR,https://api.spotify.com/v1/audio-analysis/6m1TWFMeon7ai9XLOzdbiR,242334.0,N,1,0
Ty Dolla $ign ,My Friends,0YsGMHid6sFq5PcToe3JZE,0.674,1.0,0.00649,9.76e-05,0.235,103.139,audio_features,spotify:track:0YsGMHid6sFq5PcToe3JZE,https://api.spotify.com/v1/tracks/0YsGMHid6sFq5PcToe3JZE,https://api.spotify.com/v1/audio-analysis/0YsGMHid6sFq5PcToe3JZE,317293.0,N,10,0
Years & Years ,Desire,5BXNi1mVw6Cu7zzqR1VZbR,0.754,7.0,0.0152,0.0,0.0929,96.017,audio_features,spotify:track:5BXNi1mVw6Cu7zzqR1VZbR,https://api.spotify.com/v1/tracks/5BXNi1mVw6Cu7zzqR1VZbR,https://api.spotify.com/v1/audio-analysis/5BXNi1mVw6Cu7zzqR1VZbR,197347.0,N,4,0
Sueco ,Loser,1G9hDB1bmxz131N9svQ8pY,0.73,7.0,0.0279,0.000264,0.0851,124.001,audio_features,spotify:track:1G9hDB1bmxz131N9svQ8pY,https://api.spotify.com/v1/tracks/1G9hDB1bmxz131N9svQ8pY,https://api.spotify.com/v1/audio-analysis/1G9hDB1bmxz131N9svQ8pY,186515.0,N,4,0
Taylor Swift ,august,5CESGK65NsTfHaDHW5dspw,0.719,11.0,0.000102,0.0,0.232,120.035,audio_features,spotify:track:5CESGK65NsTfHaDHW5dspw,https://api.spotify.com/v1/tracks/5CESGK65NsTfHaDHW5dspw,https://api.spotify.com/v1/audio-analysis/5CESGK65NsTfHaDHW5dspw,132656.0,N,0,0
Lil Wayne ,Hittas,7mykoq6R3BArsSpNDjFQTm,0.738,3.0,0.00237,4.58e-06,0.0851,124.966,audio_features,spotify:track:7mykoq6R3BArsSpNDjFQTm,https://api.spotify.com/v1/tracks/7mykoq6R3BArsSpNDjFQTm,https://api.spotify.com/v1/audio-analysis/7mykoq6R3BArsSpNDjFQTm,246653.0,N,7,0
A$AP Ferg ,Trap And A Dream,6J9pONINgpd0OFDOn0Yzjy,0.651,1.0,0.0414,0.0,0.0896,163.94,audio_features,spotify:track:6J9pONINgpd0OFDOn0Yzjy,https://api.spotify.com/v1/tracks/6J9pONINgpd0OFDOn0Yzjy,https://api.spotify.com/v1/audio-analysis/6J9pONINgpd0OFDOn0Yzjy,175755.0,N,7,0
BTS ,FAKE LOVE,7zjEyeBsaw9gV0jofJLfOM,0.313,7.0,0.838,0.0,0.105,82.582,audio_features,spotify:track:7zjEyeBsaw9gV0jofJLfOM,https://api.spotify.com/v1/tracks/7zjEyeBsaw9gV0jofJLfOM,https://api.spotify.com/v1/audio-analysis/7zjEyeBsaw9gV0jofJLfOM,210907.0,N,3,0
Childish Gambino ,Algorhythm,1zQMvZU0A2De2oaYo3DLRE,0.885,6.0,0.0788,0.0,0.175,129.925,audio_features,spotify:track:1zQMvZU0A2De2oaYo3DLRE,https://api.spotify.com/v1/tracks/1zQMvZU0A2De2oaYo3DLRE,https://api.spotify.com/v1/audio-analysis/1zQMvZU0A2De2oaYo3DLRE,198120.0,N,4,0
Nick Jonas ,Under You,0iIUmsrVL2sgGnX33oDsC7,0.636,4.0,0.0144,0.0,0.311,146.137,audio_features,spotify:track:0iIUmsrVL2sgGnX33oDsC7,https://api.spotify.com/v1/tracks/0iIUmsrVL2sgGnX33oDsC7,https://api.spotify.com/v1/audio-analysis/0iIUmsrVL2sgGnX33oDsC7,160009.0,N,8,0
Khalid ,Satellite,4lS5zzdpzIGvgXtw9tVRW9,0.623,6.0,0.0316,0.0,0.405,90.486,audio_features,spotify:track:4lS5zzdpzIGvgXtw9tVRW9,https://api.spotify.com/v1/tracks/4lS5zzdpzIGvgXtw9tVRW9,https://api.spotify.com/v1/audio-analysis/4lS5zzdpzIGvgXtw9tVRW9,237440.0,N,8,0
Drake ,Draft Day,1KqquoEp6nWY1s46lwFoTF,0.745,1.0,0.327,0.0,0.312,122.481,audio_features,spotify:track:1KqquoEp6nWY1s46lwFoTF,https://api.spotify.com/v1/tracks/1KqquoEp6nWY1s46lwFoTF,https://api.spotify.com/v1/audio-analysis/1KqquoEp6nWY1s46lwFoTF,188053.0,N,8,0
Rosa Walton ,I Really Want to Stay at Your House,2Xnv3GntqbBH1juvUYSpHG,0.657,6.0,0.0748,0.0,0.353,130.089,audio_features,spotify:track:2Xnv3GntqbBH1juvUYSpHG,https://api.spotify.com/v1/tracks/2Xnv3GntqbBH1juvUYSpHG,https://api.spotify.com/v1/audio-analysis/2Xnv3GntqbBH1juvUYSpHG,183027.0,N,8,0
Juice WRLD ,Lean Wit Me,3NJG6vMH1ZsectZkocMEm0,0.725,6.0,0.174,0.0,0.0786,122.803,audio_features,spotify:track:3NJG6vMH1ZsectZkocMEm0,https://api.spotify.com/v1/tracks/3NJG6vMH1ZsectZkocMEm0,https://api.spotify.com/v1/audio-analysis/3NJG6vMH1ZsectZkocMEm0,239853.0,N,4,0
Young Thug ,Livin It Up,3JtAkTDcbFJ3jqamRGtLj8,0.869,7.0,0.189,1.49e-05,0.113,74.982,audio_features,spotify:track:3JtAkTDcbFJ3jqamRGtLj8,https://api.spotify.com/v1/tracks/3JtAkTDcbFJ3jqamRGtLj8,https://api.spotify.com/v1/audio-analysis/3JtAkTDcbFJ3jqamRGtLj8,153972.0,N,4,0
Morgan Wallen ,Up Down (Feat. Florida Georgia Line),5e9TFTbltYBg2xThimr0rU,0.67,9.0,0.009,0.000822,0.0451,151.553,audio_features,spotify:track:5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU,270213.0,N,0,0
