Artist,Title,id,energy,key,acousticness,instrumentalness,liveness,tempo,type,uri,track_href,analysis_url,duration_ms,set,K12,DBSCAN2.5
Olivia Rodrigo,Vampire,4sSKTQcX6pQIncWcNJdkiD,0.609,1.0,0.284,0.268,0.112,119.973,audio_features,spotify:track:4sSKTQcX6pQIncWcNJdkiD,https://api.spotify.com/v1/tracks/4sSKTQcX6pQIncWcNJdkiD,https://api.spotify.com/v1/audio-analysis/4sSKTQcX6pQIncWcNJdkiD,300000.0,H,10,0
Morgan Wallen,Last Night,59uQI0PADDKeE6UZDTJEe8,0.675,6.0,0.459,0.0,0.151,203.853,audio_features,spotify:track:59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/tracks/59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/audio-analysis/59uQI0PADDKeE6UZDTJEe8,163855.0,H,9,0
Luke Combs,Fast Car,2M9ro2krNb7nr7HSprkEgo,0.292,4.0,0.313,0.0,0.131,103.951,audio_features,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800.0,H,10,0
Rema & Selena Gomez,Calm Down,0WtM2NBVQNNJLh6scP13H8,0.806,11.0,0.382,0.000669,0.114,106.999,audio_features,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318.0,H,4,0
Miley Cyrus,Flowers,4DHcnVTT87F0zZhRPYmZ3B,0.681,0.0,0.0632,5.15e-06,0.0322,117.999,audio_features,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,https://api.spotify.com/v1/tracks/4DHcnVTT87F0zZhRPYmZ3B,https://api.spotify.com/v1/audio-analysis/4DHcnVTT87F0zZhRPYmZ3B,200455.0,H,1,0
Lil Durk Featuring J. Cole,All My Life,6HgWWaMu31KdOpEG5l28BG,0.436,3.0,0.15,0.0,0.0954,143.031,audio_features,spotify:track:6HgWWaMu31KdOpEG5l28BG,https://api.spotify.com/v1/tracks/6HgWWaMu31KdOpEG5l28BG,https://api.spotify.com/v1/audio-analysis/6HgWWaMu31KdOpEG5l28BG,223204.0,H,7,0
Taylor Swift,Cruel Summer,2EGaDf0cPX789H3LNeB03D,0.871,1.0,0.27,0.0208,0.263,108.501,audio_features,spotify:track:2EGaDf0cPX789H3LNeB03D,https://api.spotify.com/v1/tracks/2EGaDf0cPX789H3LNeB03D,https://api.spotify.com/v1/audio-analysis/2EGaDf0cPX789H3LNeB03D,215326.0,H,8,0
Gunna,Fukumean,4rXLjWdF2ZZpXCVTfWcshS,0.622,1.0,0.119,0.0,0.285,130.001,audio_features,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,125040.0,H,8,0
Taylor Swift Featuring Ice Spice,Karma,0ZxhtATQ0a6EvQNZ0z6NKV,0.676,9.0,0.14,0.0,0.101,147.991,audio_features,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/tracks/0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/audio-analysis/0ZxhtATQ0a6EvQNZ0z6NKV,172125.0,H,0,0
Toosii,Favorite Song,1SRw5p2lVAi7RGlHEmZg66,0.367,2.0,0.314,0.0,0.0987,116.035,audio_features,spotify:track:1SRw5p2lVAi7RGlHEmZg66,https://api.spotify.com/v1/tracks/1SRw5p2lVAi7RGlHEmZg66,https://api.spotify.com/v1/audio-analysis/1SRw5p2lVAi7RGlHEmZg66,208630.0,H,1,0
Lil Uzi Vert,Flooded The Face,4daEMLSZCgZ2Mt7gNm2SRa,0.609,1.0,0.492,2.47e-06,0.152,131.889,audio_features,spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/tracks/4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/audio-analysis/4daEMLSZCgZ2Mt7gNm2SRa,192727.0,H,7,0
SZA,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,0.735,8.0,0.0521,0.144,0.161,88.98,audio_features,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947.0,H,4,0
SZA,Snooze,7Bar1kLTmsRmH6FCKKMEyU,0.516,0.0,0.199,0.0,0.0965,120.074,audio_features,spotify:track:7Bar1kLTmsRmH6FCKKMEyU,https://api.spotify.com/v1/tracks/7Bar1kLTmsRmH6FCKKMEyU,https://api.spotify.com/v1/audio-analysis/7Bar1kLTmsRmH6FCKKMEyU,202008.0,H,1,0
"Metro Boomin, The Weeknd & 21 Savage",Creepin',2dHHgzDwk4BJdRwy9uXhTO,0.62,1.0,0.417,0.0,0.0822,97.95,audio_features,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520.0,H,1,0
Eslabon Armado X Peso Pluma,Ella Baila Sola,3qQbCzHBycnDpGskqOWY0E,0.758,5.0,0.483,1.89e-05,0.0837,147.989,audio_features,spotify:track:3qQbCzHBycnDpGskqOWY0E,https://api.spotify.com/v1/tracks/3qQbCzHBycnDpGskqOWY0E,https://api.spotify.com/v1/audio-analysis/3qQbCzHBycnDpGskqOWY0E,165671.0,H,9,0
Miguel,Sure Thing,0JXXNGljqupsJaZsgSbMZV,0.607,11.0,0.0267,0.000307,0.191,81.001,audio_features,spotify:track:0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373.0,H,2,0
Jelly Roll,Need A Favor,5twSy6ffBrF03mnNUsUgJZ,0.771,6.0,0.0123,1.89e-05,0.078,157.985,audio_features,spotify:track:5twSy6ffBrF03mnNUsUgJZ,https://api.spotify.com/v1/tracks/5twSy6ffBrF03mnNUsUgJZ,https://api.spotify.com/v1/audio-analysis/5twSy6ffBrF03mnNUsUgJZ,197400.0,H,0,0
Taylor Swift,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,0.643,4.0,0.13,1.8e-06,0.142,97.008,audio_features,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690.0,H,1,0
Zach Bryan,Something In The Orange,3WMj8moIAXJhHsyLaqIIHI,0.192,4.0,0.555,8.35e-06,0.0954,175.212,audio_features,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013.0,H,9,0
Lil Uzi Vert Featuring Nicki Minaj,Endless Fashion,41bmnQZoDMQdDh5zyomtW7,0.605,1.0,0.067,7.7e-06,0.177,132.946,audio_features,spotify:track:41bmnQZoDMQdDh5zyomtW7,https://api.spotify.com/v1/tracks/41bmnQZoDMQdDh5zyomtW7,https://api.spotify.com/v1/audio-analysis/41bmnQZoDMQdDh5zyomtW7,216704.0,H,7,0
Morgan Wallen,You Proof,5W4kiM2cUYBJXKRudNyxjW,0.839,9.0,0.265,0.0,0.602,119.724,audio_features,spotify:track:5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478.0,H,6,0
The Weeknd & Ariana Grande,Die For You,7oDd86yk8itslrA9HRP2ki,0.525,1.0,0.232,0.0,0.441,66.9,audio_features,spotify:track:7oDd86yk8itslrA9HRP2ki,https://api.spotify.com/v1/tracks/7oDd86yk8itslrA9HRP2ki,https://api.spotify.com/v1/audio-analysis/7oDd86yk8itslrA9HRP2ki,232857.0,H,8,0
Morgan Wallen,Thinkin' Bout Me,0PAcdVzhPO4gq1Iym9ESnK,0.757,3.0,0.492,0.0,0.117,139.971,audio_features,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/tracks/0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/audio-analysis/0PAcdVzhPO4gq1Iym9ESnK,177388.0,H,7,0
Fifty Fifty,Cupid,7FbrGaHYVDmfr7KoLIZnQ7,0.592,11.0,0.435,4.15e-06,0.347,120.018,audio_features,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,https://api.spotify.com/v1/tracks/7FbrGaHYVDmfr7KoLIZnQ7,https://api.spotify.com/v1/audio-analysis/7FbrGaHYVDmfr7KoLIZnQ7,174253.0,H,2,0
Lil Uzi Vert,Suicide Doors,3fDTzkvrOo5xQIO480Qmsb,0.783,11.0,0.0113,0.0,0.281,75.388,audio_features,spotify:track:3fDTzkvrOo5xQIO480Qmsb,https://api.spotify.com/v1/tracks/3fDTzkvrOo5xQIO480Qmsb,https://api.spotify.com/v1/audio-analysis/3fDTzkvrOo5xQIO480Qmsb,259080.0,H,4,0
Yng Lvcas x Peso Pluma,La Bebe,2UW7JaomAMuX9pZrjVpHAU,0.479,2.0,0.213,1.21e-06,0.0756,169.922,audio_features,spotify:track:2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,234353.0,H,7,0
Old Dominion,Memory Lane,5kB6WithhB8Iv08EMNmAbt,0.8,6.0,0.0189,1.12e-05,0.0858,118.977,audio_features,spotify:track:5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt,172480.0,H,4,0
Jordan Davis,Next Thing You Know,2lNTHWu2I5Tcz9ukWsV5Jj,0.597,5.0,0.646,0.0,0.0974,78.526,audio_features,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/tracks/2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/audio-analysis/2lNTHWu2I5Tcz9ukWsV5Jj,175238.0,H,3,0
Dua Lipa,Dance The Night,1vYXt7VSjH9JIM5oRRo7vA,0.845,11.0,0.0207,0.0,0.329,110.056,audio_features,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579.0,H,4,0
Bailey Zimmerman,Religiously,1TE8AAk9koG0UJco6ZAUfx,0.568,1.0,0.577,0.0,0.105,121.991,audio_features,spotify:track:1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/tracks/1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/audio-analysis/1TE8AAk9koG0UJco6ZAUfx,207541.0,H,1,0
Lil Uzi Vert Featuring Travis Scott,Aye,2Hc1LaV6bzFil3dE71eORA,0.604,9.0,0.000713,5.64e-05,0.151,111.998,audio_features,spotify:track:2Hc1LaV6bzFil3dE71eORA,https://api.spotify.com/v1/tracks/2Hc1LaV6bzFil3dE71eORA,https://api.spotify.com/v1/audio-analysis/2Hc1LaV6bzFil3dE71eORA,207836.0,H,4,0
Grupo Frontera X Bad Bunny,Un x100to,6pD0ufEQq0xdHSsRbg9LBK,0.724,6.0,0.228,0.0,0.27,83.118,audio_features,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/audio-analysis/6pD0ufEQq0xdHSsRbg9LBK,194563.0,H,4,0
Morgan Wallen,Thought You Should Know,3Qu3Zh4WTKhP9GEXo0aDnb,0.678,6.0,0.506,6.23e-06,0.138,140.05,audio_features,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,https://api.spotify.com/v1/tracks/3Qu3Zh4WTKhP9GEXo0aDnb,https://api.spotify.com/v1/audio-analysis/3Qu3Zh4WTKhP9GEXo0aDnb,215572.0,H,9,0
Ed Sheeran,Eyes Closed,07bsRv0pcpbG4zJeLsUs1p,0.526,2.0,0.302,0.0,0.105,107.071,audio_features,spotify:track:07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/tracks/07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/audio-analysis/07bsRv0pcpbG4zJeLsUs1p,194849.0,H,1,0
Nicki Minaj & Ice Spice With Aqua,Barbie World,741UUVE2kuITl0c6zuqqbO,0.58,0.0,0.519,0.000127,0.233,144.072,audio_features,spotify:track:741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/tracks/741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/audio-analysis/741UUVE2kuITl0c6zuqqbO,109750.0,H,7,0
David Guetta & Bebe Rexha,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.965,7.0,0.00383,7.07e-06,0.371,128.04,audio_features,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238.0,H,8,0
Tyler Hubbard,Dancin' In The Country,2KtGiBi5CrX2ERPD2PAS34,0.871,7.0,0.0031,0.0,0.102,114.974,audio_features,spotify:track:2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/tracks/2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/audio-analysis/2KtGiBi5CrX2ERPD2PAS34,179640.0,H,4,0
Drake,Search & Rescue,7aRCf5cLOFN1U7kvtChY1G,0.44,10.0,0.0603,1.42e-06,0.33,142.024,audio_features,spotify:track:7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/tracks/7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/audio-analysis/7aRCf5cLOFN1U7kvtChY1G,272113.0,H,10,0
Bad Bunny,Where She Goes,4tYtBjOaTpnOPoLF1zsAzR,0.317,10.0,0.605,0.861,0.101,78.642,audio_features,spotify:track:4tYtBjOaTpnOPoLF1zsAzR,https://api.spotify.com/v1/tracks/4tYtBjOaTpnOPoLF1zsAzR,https://api.spotify.com/v1/audio-analysis/4tYtBjOaTpnOPoLF1zsAzR,88291.0,H,11,1
Post Malone,Chemical,5Gcd6lMtEEW6V9GpmQk6Rk,0.226,3.0,0.831,0.0,0.117,125.704,audio_features,spotify:track:5Gcd6lMtEEW6V9GpmQk6Rk,https://api.spotify.com/v1/tracks/5Gcd6lMtEEW6V9GpmQk6Rk,https://api.spotify.com/v1/audio-analysis/5Gcd6lMtEEW6V9GpmQk6Rk,187830.0,H,3,0
Latto Featuring Cardi B,Put It On Da Floor Again,6c6WmIHcHlhccEwSFBhzNa,0.614,1.0,0.0282,0.0,0.0603,111.363,audio_features,spotify:track:6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/tracks/6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/audio-analysis/6c6WmIHcHlhccEwSFBhzNa,185748.0,H,1,0
Fuerza Regida,Sabor Fresa,1UMm1Qs3u59Wvk53zBUE8r,0.863,7.0,0.0883,0.0,0.0929,130.132,audio_features,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/tracks/1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/audio-analysis/1UMm1Qs3u59Wvk53zBUE8r,156501.0,H,0,0
Peso Pluma & Grupo Frontera,Tulum,4vKApRsWLo6VFEdT6WNLze,0.866,6.0,0.394,0.0,0.11,167.767,audio_features,spotify:track:4vKApRsWLo6VFEdT6WNLze,https://api.spotify.com/v1/tracks/4vKApRsWLo6VFEdT6WNLze,https://api.spotify.com/v1/audio-analysis/4vKApRsWLo6VFEdT6WNLze,209415.0,H,0,0
PinkPantheress & Ice Spice,"Boy's A Liar, Pt. 2",6AQbmUe0Qwf5PZnt4HmTXv,0.809,5.0,0.252,0.000128,0.248,132.962,audio_features,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/tracks/6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/audio-analysis/6AQbmUe0Qwf5PZnt4HmTXv,131013.0,H,8,0
Kane Brown,Bury Me In Georgia,2mltIbKkhQqyh8gCzaqxqA,0.816,2.0,0.0169,0.0,0.0893,160.001,audio_features,spotify:track:2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/tracks/2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/audio-analysis/2mltIbKkhQqyh8gCzaqxqA,170683.0,H,7,0
Kaliii,Area Codes,50mosUhGLjNrWcZEjLsFBa,0.388,1.0,0.0187,0.0,0.0876,154.569,audio_features,spotify:track:50mosUhGLjNrWcZEjLsFBa,https://api.spotify.com/v1/tracks/50mosUhGLjNrWcZEjLsFBa,https://api.spotify.com/v1/audio-analysis/50mosUhGLjNrWcZEjLsFBa,139326.0,H,7,0
Luke Combs,Love You Anyway,2kYevr8cbIAH2ha8210Bnz,0.489,4.0,0.149,0.0,0.237,139.807,audio_features,spotify:track:2kYevr8cbIAH2ha8210Bnz,https://api.spotify.com/v1/tracks/2kYevr8cbIAH2ha8210Bnz,https://api.spotify.com/v1/audio-analysis/2kYevr8cbIAH2ha8210Bnz,229627.0,H,7,0
"Peso Pluma, Gabito Ballesteros & Junior H",Lady Gaga,2VzCjpKvPB1l1tqLndtAQa,0.595,0.0,0.31,2.44e-05,0.0735,92.491,audio_features,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845.0,H,1,0
Lil Uzi Vert,I Gotta,3lcfs9Qjfxzy00VSVkixDv,0.51,2.0,0.209,0.0,0.211,129.057,audio_features,spotify:track:3lcfs9Qjfxzy00VSVkixDv,https://api.spotify.com/v1/tracks/3lcfs9Qjfxzy00VSVkixDv,https://api.spotify.com/v1/audio-analysis/3lcfs9Qjfxzy00VSVkixDv,173026.0,H,7,0
Miley Cyrus,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,0.698,10.0,0.00112,0.000115,0.0886,96.021,audio_features,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,202067.0,H,4,0
Lil Uzi Vert,Spin Again,1pDbGAAH5GQ8U0KG4fI77H,0.606,1.0,0.0268,0.0,0.375,140.023,audio_features,spotify:track:1pDbGAAH5GQ8U0KG4fI77H,https://api.spotify.com/v1/tracks/1pDbGAAH5GQ8U0KG4fI77H,https://api.spotify.com/v1/audio-analysis/1pDbGAAH5GQ8U0KG4fI77H,97770.0,H,8,0
Lil Uzi Vert,Crush Em,11pn4LFXCIXyprWQk8RSlM,0.797,7.0,0.0185,0.0,0.279,145.011,audio_features,spotify:track:11pn4LFXCIXyprWQk8RSlM,https://api.spotify.com/v1/tracks/11pn4LFXCIXyprWQk8RSlM,https://api.spotify.com/v1/audio-analysis/11pn4LFXCIXyprWQk8RSlM,165589.0,H,0,0
Lil Uzi Vert,X2,3a36nM6fPVA8K1vqq6d03o,0.891,10.0,0.00467,0.0,0.132,148.054,audio_features,spotify:track:3a36nM6fPVA8K1vqq6d03o,https://api.spotify.com/v1/tracks/3a36nM6fPVA8K1vqq6d03o,https://api.spotify.com/v1/audio-analysis/3a36nM6fPVA8K1vqq6d03o,234324.0,H,0,0
Fuerza Regida,TQM,368eeEO3Y2uZUQ6S5oIjcu,0.853,5.0,0.273,0.0,0.106,125.107,audio_features,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,https://api.spotify.com/v1/tracks/368eeEO3Y2uZUQ6S5oIjcu,https://api.spotify.com/v1/audio-analysis/368eeEO3Y2uZUQ6S5oIjcu,157252.0,H,4,0
Ice Spice & Nicki Minaj,Princess Diana,0ZxhtATQ0a6EvQNZ0z6NKV,0.676,9.0,0.14,0.0,0.101,147.991,audio_features,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/tracks/0ZxhtATQ0a6EvQNZ0z6NKV,https://api.spotify.com/v1/audio-analysis/0ZxhtATQ0a6EvQNZ0z6NKV,172125.0,H,0,0
Young Thug Featuring Drake,Oh U Went,7qLr3HMApUbyDkUvgIvHnB,0.789,7.0,0.0517,0.0,0.0819,136.01,audio_features,spotify:track:7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/tracks/7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/audio-analysis/7qLr3HMApUbyDkUvgIvHnB,185333.0,H,0,0
Tainy & Bad Bunny,Mojabi Ghost,50oMN7gWP1tRaSSBq2LQCH,0.368,7.0,0.524,0.872,0.118,90.005,audio_features,spotify:track:50oMN7gWP1tRaSSBq2LQCH,https://api.spotify.com/v1/tracks/50oMN7gWP1tRaSSBq2LQCH,https://api.spotify.com/v1/audio-analysis/50oMN7gWP1tRaSSBq2LQCH,373333.0,H,5,-1
Lil Durk Featuring Morgan Wallen,Stand By Me,1fXnu2HzxbDtoyvFPWG3Bw,0.582,11.0,0.0592,0.0,0.161,134.07,audio_features,spotify:track:1fXnu2HzxbDtoyvFPWG3Bw,https://api.spotify.com/v1/tracks/1fXnu2HzxbDtoyvFPWG3Bw,https://api.spotify.com/v1/audio-analysis/1fXnu2HzxbDtoyvFPWG3Bw,218489.0,H,0,0
Peso Pluma & Junior H,Luna,3RA55zrRkyPK8Fd86hrMy8,0.629,9.0,0.328,0.00409,0.154,127.819,audio_features,spotify:track:3RA55zrRkyPK8Fd86hrMy8,https://api.spotify.com/v1/tracks/3RA55zrRkyPK8Fd86hrMy8,https://api.spotify.com/v1/audio-analysis/3RA55zrRkyPK8Fd86hrMy8,163552.0,H,0,0
Lil Uzi Vert,Pluto To Mars,0WCJSIy75ZVxqY51ce0enc,0.627,11.0,0.0225,0.0,0.0904,122.963,audio_features,spotify:track:0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/tracks/0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/audio-analysis/0WCJSIy75ZVxqY51ce0enc,246497.0,H,4,0
Peso Pluma,Bye,6n2P81rPk2RTzwnNNgFOdb,0.812,0.0,0.567,0.00045,0.101,122.063,audio_features,spotify:track:6n2P81rPk2RTzwnNNgFOdb,https://api.spotify.com/v1/tracks/6n2P81rPk2RTzwnNNgFOdb,https://api.spotify.com/v1/audio-analysis/6n2P81rPk2RTzwnNNgFOdb,212976.0,H,1,0
Bizarrap & Peso Pluma,"Bzrp Music Sessions, Vol. 55",5AqiaZwhmC6dIbgWrD5SzV,0.668,5.0,0.264,5.61e-05,0.117,132.966,audio_features,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/tracks/5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/audio-analysis/5AqiaZwhmC6dIbgWrD5SzV,187660.0,H,7,0
Young Nudy Featuring 21 Savage,Peaches & Eggplants,2KcQ0PbPj0O3P48B9YX7iN,0.536,4.0,0.00897,3.73e-06,0.111,146.014,audio_features,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/tracks/2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/audio-analysis/2KcQ0PbPj0O3P48B9YX7iN,203813.0,H,7,0
Jon Pardi,Your Heart Or Mine,7ETjhPaIU4UmHOiimJBZz9,0.713,5.0,0.0539,0.0,0.102,86.1,audio_features,spotify:track:7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/tracks/7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/audio-analysis/7ETjhPaIU4UmHOiimJBZz9,161200.0,H,1,0
Lil Uzi Vert,"Mama, I'm Sorry",5V5Xpbmqi2rp1xSJWZTvYu,0.594,4.0,0.774,0.0,0.169,128.177,audio_features,spotify:track:5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/tracks/5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/audio-analysis/5V5Xpbmqi2rp1xSJWZTvYu,210961.0,H,9,0
Doechii Featuring Kodak Black,What It Is (Block Boy),1O8zCu3dLLPxkbGfIsbRgE,0.744,1.0,0.109,0.0,0.123,171.859,audio_features,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344.0,H,7,0
Lil Uzi Vert,Amped,2ydwqnjPOcM24MV0kLThwi,0.699,7.0,0.00038,8.21e-06,0.362,147.169,audio_features,spotify:track:2ydwqnjPOcM24MV0kLThwi,https://api.spotify.com/v1/tracks/2ydwqnjPOcM24MV0kLThwi,https://api.spotify.com/v1/audio-analysis/2ydwqnjPOcM24MV0kLThwi,173061.0,H,8,0
Justin Moore & Priscilla Block,"You, Me, & Whiskey",2BLlpdGCv0IErmH3OBGHYJ,0.88,0.0,0.0803,0.0,0.174,144.076,audio_features,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/tracks/2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/audio-analysis/2BLlpdGCv0IErmH3OBGHYJ,187941.0,H,7,0
David Kushner,Daylight,1odExI7RdWc4BT515LTAwj,0.43,2.0,0.83,0.000441,0.093,130.09,audio_features,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954.0,H,3,0
Lil Uzi Vert Featuring Don Toliver,Patience,05grSYrVwYw58YMOdJceyz,0.64,4.0,0.086,0.0,0.537,143.905,audio_features,spotify:track:05grSYrVwYw58YMOdJceyz,https://api.spotify.com/v1/tracks/05grSYrVwYw58YMOdJceyz,https://api.spotify.com/v1/audio-analysis/05grSYrVwYw58YMOdJceyz,164838.0,H,8,0
Lil Uzi Vert,Nakamura,2lophWrG2xqv9CSgSPca5k,0.876,5.0,0.0414,0.0,0.418,160.008,audio_features,spotify:track:2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/tracks/2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/audio-analysis/2lophWrG2xqv9CSgSPca5k,197901.0,H,8,0
"David Guetta, Anne-Marie & Coi Leray",Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,0.91,7.0,0.00126,0.000174,0.12,127.944,audio_features,spotify:track:3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/tracks/3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/audio-analysis/3BKD1PwArikchz2Zrlp1qi,140018.0,H,0,0
